,Analysts,Ticker,Quarter,Reported,Rank,EPS_Points,Revenue_Points,Total_Points
1773,Analyst_1390165,WCN,Q2 2021,"Aug 4, 2021",5 / 6,-25,-2,-27
1774,Analyst_1390165,CRL,Q2 2021,"Aug 4, 2021",4 / 4,-4,-5,-9
1775,Analyst_1390165,AMGN,Q2 2021,"Aug 3, 2021",10 / 25,19,-2,17
1776,Analyst_1390165,ATVI,Q2 2021,"Aug 3, 2021",3 / 44,14,19,33
1777,Analyst_1390165,LIN,Q2 2021,"Jul 30, 2021",6 / 6,-4,-8,-12
1778,rkwong00,CRSP,Q2 2021,"Jul 29, 2021",12 / 12,-6,-8,-14
1779,rkwong00,SDGR,Q1 2021,"May 11, 2021",9 / 10,11,-8,3
1780,rkwong00,PLNT,Q1 2021,"May 6, 2021",3 / 8,11,12,23
1781,rkwong00,UAA,Q1 2021,"May 4, 2021",20 / 36,-5,23,18
1782,rkwong00,CRSP,Q1 2021,"Apr 27, 2021",4 / 13,-4,23,19
1783,rkwong00,DPZ,Q4 2020,"Feb 25, 2021",23 / 25,-8,-4,-12
1784,rkwong00,HD,Q4 2020,"Feb 23, 2021",5 / 42,-7,24,17
1785,rkwong00,CMG,Q3 2020,"Oct 21, 2020",67 / 66,-25,-25,-50
1786,rkwong00,WMT,Q2 2021,"Aug 18, 2020",63 / 78,9,-7,2
1787,rkwong00,HD,Q2 2020,"Aug 18, 2020",67 / 67,-13,-8,-21
1788,rkwong00,PLNT,Q2 2020,"Aug 4, 2020",3 / 12,15,-1,14
1789,rkwong00,BA,Q2 2020,"Jul 29, 2020",78 / 98,-3,-3,-6
1790,rkwong00,MSFT,Q4 2020,"Jul 22, 2020",294 / 363,15,-9,6
1791,rkwong00,CMG,Q2 2020,"Jul 22, 2020",65 / 76,-4,-19,-23
1792,rkwong00,TSLA,Q2 2020,"Jul 22, 2020",525 / 636,-4,-4,-8
1793,rkwong00,ISRG,Q2 2020,"Jul 21, 2020",52 / 54,-4,-4,-8
1794,rkwong00,NFLX,Q2 2020,"Jul 16, 2020",97 / 254,24,-10,14
1795,rkwong00,LULU,Q1 2020,"Jun 11, 2020",25 / 106,-2,18,16
1796,rkwong00,AZO,Q3 2020,"May 26, 2020",17 / 21,-8,-4,-12
1797,rkwong00,VIAC,Q1 2020,"May 7, 2020",8 / 38,22,-3,19
1798,rkwong00,HES,Q1 2020,"May 7, 2020",7 / 9,-2,-3,-5
1799,rkwong00,SHOP,Q1 2020,"May 6, 2020",103 / 103,-9,-25,-34
1800,rkwong00,PLNT,Q1 2020,"May 5, 2020",2 / 16,10,18,28
1801,rkwong00,AAPL,Q2 2020,"Apr 30, 2020",330 / 496,10,-4,6
1802,rkwong00,MCD,Q1 2020,"Apr 30, 2020",64 / 74,-12,-9,-21
1803,PCLA,EXAS,Q4 2020,"Feb 16, 2021",23 / 24,10,-10,0
1804,PCLA,CCL,Q4 2020,"Jan 26, 2021",22 / 47,-1,-1,-2
1805,PCLA,BSET,Q4 2020,"Jan 21, 2021",5 / 5,-6,-25,-31
1806,PCLA,CALM,Q2 2021,"Jan 5, 2021",15 / 17,8,6,14
1807,PCLA,WB,Q3 2020,"Dec 28, 2020",9 / 15,10,12,22
1808,PCLA,PAYX,Q2 2021,"Dec 23, 2020",7 / 15,11,10,21
1809,PCLA,KMX,Q3 2021,"Dec 22, 2020",2 / 16,15,18,33
1810,PCLA,HEI,Q4 2020,"Dec 21, 2020",3 / 9,17,18,35
1811,PCLA,FDS,Q1 2021,"Dec 21, 2020",5 / 12,15,-1,14
1812,PCLA,NKE,Q2 2021,"Dec 18, 2020",16 / 77,20,10,30
1813,PCLA,WGO,Q1 2021,"Dec 18, 2020",7 / 17,9,10,19
1814,PCLA,DRI,Q2 2021,"Dec 18, 2020",10 / 20,-2,-1,-3
1815,PCLA,AIR,Q2 2021,"Dec 17, 2020",4 / 9,13,-1,12
1816,PCLA,FDX,Q2 2021,"Dec 17, 2020",25 / 53,12,9,21
1817,PCLA,ACN,Q1 2021,"Dec 17, 2020",5 / 17,10,10,20
1818,PCLA,GIS,Q2 2021,"Dec 17, 2020",4 / 9,9,13,22
1819,PCLA,RAD,Q3 2021,"Dec 17, 2020",7 / 17,10,11,21
1820,PCLA,MLKN,Q2 2021,"Dec 16, 2020",10 / 17,7,7,14
1821,PCLA,LEN,Q4 2020,"Dec 16, 2020",10 / 23,11,13,24
1822,PCLA,TTC,Q4 2020,"Dec 16, 2020",1 / 10,19,13,32
1823,PCLA,NDSN,Q4 2020,"Dec 15, 2020",4 / 7,13,-2,11
1824,PCLA,HEXO,Q1 2021,"Dec 14, 2020",5 / 14,-7,15,8
1825,PCLA,AVGO,Q4 2020,"Dec 10, 2020",39 / 45,-4,-5,-9
1826,PCLA,MTN,Q1 2021,"Dec 10, 2020",1 / 17,20,19,39
1827,PCLA,LULU,Q3 2020,"Dec 10, 2020",41 / 92,9,10,19
1828,geekofdoom,CBRL,Q2 2020,"Feb 25, 2020",6 / 13,7,14,21
1829,geekofdoom,RCII,Q4 2019,"Feb 24, 2020",3 / 9,-1,20,19
1830,geekofdoom,B,Q4 2019,"Feb 21, 2020",8 / 9,6,-4,2
1831,geekofdoom,DBX,Q4 2019,"Feb 20, 2020",22 / 49,13,14,27
1832,geekofdoom,NKE,Q3 2019,"Mar 21, 2019",137 / 142,-6,-16,-22
1833,geekofdoom,DKS,Q4 2018,"Mar 12, 2019",22 / 54,-10,24,14
1834,Stephanie Benjamin,VVV,Q4 2021,"Nov 3, 2021",7 / 7,-12,-22,-34
1835,Stephanie Benjamin,XPO,Q3 2021,"Nov 2, 2021",8 / 9,,-8,-8
1836,Stephanie Benjamin,KAR,Q3 2021,"Nov 2, 2021",7 / 6,,-25,-25
1837,Stephanie Benjamin,LKQ,Q3 2021,"Oct 28, 2021",7 / 7,-16,-25,-41
1838,Stephanie Benjamin,SAIA,Q3 2021,"Oct 28, 2021",6 / 6,-11,-11,-22
1839,Stephanie Benjamin,PAG,Q3 2021,"Oct 27, 2021",8 / 8,-11,-24,-35
1840,Stephanie Benjamin,ECHO,Q3 2021,"Oct 26, 2021",3 / 3,-9,-16,-25
1841,Stephanie Benjamin,ABG,Q3 2021,"Oct 26, 2021",6 / 6,-12,-6,-18
1842,Stephanie Benjamin,AN,Q3 2021,"Oct 21, 2021",12 / 12,-20,-24,-44
1843,Stephanie Benjamin,LSTR,Q3 2021,"Oct 20, 2021",6 / 6,-25,-25,-50
1844,Stephanie Benjamin,CPRT,Q4 2021,"Sep 8, 2021",9 / 9,-16,-18,-34
1845,Stephanie Benjamin,VVV,Q3 2021,"Aug 4, 2021",9 / 9,-7,-14,-21
1846,Stephanie Benjamin,KAR,Q2 2021,"Aug 3, 2021",5 / 4,,-24,-24
1847,Stephanie Benjamin,LKQ,Q2 2021,"Jul 29, 2021",5 / 5,-5,-4,-9
1848,Stephanie Benjamin,SAIA,Q2 2021,"Jul 29, 2021",4 / 4,-9,-18,-27
1849,Stephanie Benjamin,ECHO,Q2 2021,"Jul 28, 2021",4 / 4,-8,-15,-23
1850,Stephanie Benjamin,XPO,Q2 2021,"Jul 28, 2021",12 / 12,,-25,-25
1851,Stephanie Benjamin,PAG,Q2 2021,"Jul 28, 2021",10 / 10,-5,-7,-12
1852,Stephanie Benjamin,ABG,Q2 2021,"Jul 27, 2021",7 / 7,-5,-7,-12
1853,Stephanie Benjamin,LSTR,Q2 2021,"Jul 21, 2021",6 / 6,-25,-25,-50
1854,Stephanie Benjamin,AN,Q2 2021,"Jul 19, 2021",15 / 15,-6,-11,-17
1855,Stephanie Benjamin,MNRO,Q4 2021,"May 20, 2021",1 / 9,25,-4,21
1856,Stephanie Benjamin,CPRT,Q3 2021,"May 19, 2021",6 / 6,-5,-5,-10
1857,Stephanie Benjamin,KAR,Q1 2021,"May 4, 2021",6 / 5,,-11,-11
1858,Stephanie Benjamin,XPO,Q1 2021,"May 3, 2021",12 / 13,,-12,-12
1859,Analyst_8729406,DUK,Q4 2019,"Feb 13, 2020",11 / 11,-13,-4,-17
1860,Analyst_8729406,BB,Q4 2019,"Mar 29, 2019",39 / 115,9,10,19
1861,Analyst_8729406,LULU,Q4 2018,"Mar 27, 2019",22 / 134,11,21,32
1862,Analyst_8729406,RHT,Q4 2019,"Mar 25, 2019",62 / 74,9,-7,2
1863,Analyst_8729406,ADBE,Q1 2019,"Mar 14, 2019",75 / 159,10,10,20
1864,Analyst_8729406,ORCL,Q3 2019,"Mar 14, 2019",22 / 108,10,23,33
1865,Analyst_8729406,DOCU,Q4 2019,"Mar 14, 2019",52 / 70,7,8,15
1866,Analyst_8729406,DG,Q4 2018,"Mar 14, 2019",22 / 36,-1,9,8
1867,Analyst_8729406,CASY,Q3 2019,"Mar 11, 2019",10 / 23,11,-3,8
1868,Analyst_8729406,CWH,Q4 2018,"Mar 7, 2019",2 / 13,-3,15,12
1869,Analyst_8729406,COST,Q2 2019,"Mar 7, 2019",58 / 100,9,-3,6
1870,Analyst_8729406,SWBI,Q3 2019,"Mar 7, 2019",5 / 39,25,-3,22
1871,Analyst_8729406,KR,Q4 2018,"Mar 7, 2019",7 / 43,-3,24,21
1872,Analyst_8729406,BURL,Q4 2018,"Mar 7, 2019",16 / 24,10,-5,5
1873,Analyst_8729406,AEO,Q4 2018,"Mar 6, 2019",7 / 31,15,15,30
1874,Analyst_8729406,BREW,Q4 2018,"Mar 6, 2019",6 / 6,-4,-22,-26
1875,Analyst_8729406,ANF,Q4 2018,"Mar 6, 2019",5 / 35,10,20,30
1876,Analyst_8729406,DLTR,Q4 2018,"Mar 6, 2019",7 / 35,21,19,40
1877,Analyst_8729406,ROST,Q4 2018,"Mar 5, 2019",14 / 36,-3,11,8
1878,Analyst_8729406,URBN,Q4 2019,"Mar 5, 2019",8 / 28,19,-4,15
1879,Analyst_8729406,KSS,Q4 2018,"Mar 5, 2019",22 / 36,-2,12,10
1880,Analyst_8729406,TGT,Q4 2018,"Mar 5, 2019",18 / 62,-1,-2,-3
1881,Analyst_8729406,CRM,Q4 2019,"Mar 4, 2019",94 / 214,9,15,24
1882,Analyst_8729406,VMW,Q4 2019,"Feb 28, 2019",52 / 82,8,6,14
1883,Analyst_8729406,SPLK,Q4 2019,"Feb 28, 2019",36 / 111,11,9,20
1884,francescozunino,OKTA,Q3 2022,"Dec 1, 2021",17 / 37,10,11,21
1885,francescozunino,CRWD,Q3 2022,"Dec 1, 2021",22 / 60,12,13,25
1886,francescozunino,CRM,Q3 2022,"Nov 30, 2021",27 / 80,10,17,27
1887,francescozunino,JWN,Q3 2021,"Nov 23, 2021",4 / 12,-4,16,12
1888,francescozunino,WSM,Q3 2021,"Nov 18, 2021",7 / 19,16,11,27
1889,francescozunino,NVDA,Q3 2022,"Nov 17, 2021",152 / 212,-6,16,10
1890,francescozunino,TGT,Q3 2021,"Nov 17, 2021",19 / 38,11,11,22
1891,francescozunino,WMT,Q3 2022,"Nov 16, 2021",21 / 54,17,6,23
1892,francescozunino,PYPL,Q3 2021,"Nov 8, 2021",104 / 111,-25,-2,-27
1893,francescozunino,ETSY,Q3 2021,"Nov 3, 2021",12 / 35,12,18,30
1894,francescozunino,AMZN,Q3 2021,"Oct 28, 2021",177 / 210,-2,-11,-13
1895,francescozunino,SBUX,Q4 2021,"Oct 28, 2021",41 / 45,-4,-18,-22
1896,francescozunino,AAPL,Q4 2021,"Oct 28, 2021",33 / 324,-1,18,17
1897,francescozunino,SHOP,Q3 2021,"Oct 28, 2021",36 / 63,-5,-2,-7
1898,francescozunino,ALGN,Q3 2021,"Oct 27, 2021",5 / 14,24,12,36
1899,francescozunino,TWLO,Q3 2021,"Oct 27, 2021",11 / 39,12,11,23
1900,francescozunino,MSFT,Q1 2022,"Oct 26, 2021",145 / 167,-25,17,-8
1901,francescozunino,GOOGL,Q3 2021,"Oct 26, 2021",69 / 157,10,17,27
1902,francescozunino,AMD,Q3 2021,"Oct 26, 2021",140 / 179,-13,15,2
1903,francescozunino,LOGI,Q2 2022,"Oct 25, 2021",23 / 25,-23,18,-5
1904,francescozunino,FB,Q3 2021,"Oct 25, 2021",102 / 185,-2,-3,-5
1905,francescozunino,LRCX,Q1 2022,"Oct 20, 2021",4 / 45,23,-2,21
1906,francescozunino,ISRG,Q3 2021,"Oct 19, 2021",10 / 30,24,19,43
1907,francescozunino,WDAY,Q2 2022,"Aug 26, 2021",29 / 32,10,-25,-15
1908,francescozunino,WSM,Q2 2021,"Aug 25, 2021",9 / 15,12,7,19
1909,Analyst_8523063,COIN,Q3 2021,"Nov 9, 2021",34 / 51,-3,-3,-6
1910,Analyst_8523063,PINS,Q3 2021,"Nov 4, 2021",1 / 37,11,25,36
1911,Analyst_8523063,W,Q3 2021,"Nov 4, 2021",11 / 15,-3,-3,-6
1912,Analyst_8523063,MRNA,Q3 2021,"Nov 4, 2021",27 / 34,-7,-3,-10
1913,Analyst_8523063,AMZN,Q3 2021,"Oct 28, 2021",114 / 210,-3,-2,-5
1914,Analyst_8523063,SHOP,Q3 2021,"Oct 28, 2021",22 / 63,-2,-2,-4
1915,Analyst_8523063,FB,Q3 2021,"Oct 25, 2021",126 / 185,-2,-6,-8
1916,Analyst_8523063,SNAP,Q3 2021,"Oct 21, 2021",38 / 74,11,-3,8
1917,Analyst_8523063,UNP,Q3 2021,"Oct 21, 2021",8 / 9,17,-15,2
1918,Analyst_8523063,COIN,Q2 2021,"Aug 10, 2021",25 / 45,10,-4,6
1919,Analyst_8523063,W,Q2 2021,"Aug 5, 2021",10 / 18,12,-7,5
1920,Analyst_8523063,ATVI,Q2 2021,"Aug 3, 2021",30 / 44,13,-8,5
1921,Analyst_8523063,DAL,Q2 2021,"Jul 14, 2021",6 / 24,16,11,27
1922,Analyst_8523063,SQ,Q1 2021,"May 6, 2021",77 / 141,7,9,16
1923,Analyst_8523063,W,Q1 2021,"May 6, 2021",4 / 13,12,18,30
1924,Analyst_8523063,RKT,Q1 2021,"May 5, 2021",6 / 18,-2,11,9
1925,Analyst_8523063,SYF,Q1 2021,"Apr 27, 2021",3 / 7,11,-4,7
1926,Analyst_8523063,CHWY,Q4 2020,"Mar 30, 2021",17 / 26,9,-10,-1
1927,Analyst_8523063,CRWD,Q4 2021,"Mar 16, 2021",11 / 72,25,15,40
1928,Analyst_8523063,W,Q4 2020,"Feb 25, 2021",9 / 18,-1,-2,-3
1929,Analyst_8523063,MRNA,Q4 2020,"Feb 25, 2021",35 / 40,-4,-3,-7
1930,Analyst_8523063,OXY,Q4 2020,"Feb 22, 2021",20 / 23,-5,-5,-10
1931,Analyst_8523063,DIS,Q1 2021,"Feb 11, 2021",16 / 119,8,23,31
1932,Analyst_8523063,YETI,Q4 2020,"Feb 11, 2021",4 / 8,8,12,20
1933,Analyst_8523063,BABA,Q3 2021,"Feb 2, 2021",101 / 133,-4,-6,-10
1934,Analyst_6060676,PRTY,Q4 2019,"Mar 12, 2020",3 / 9,9,10,19
1935,Analyst_6227769,ANF,Q4 2019,"Mar 4, 2020",9 / 16,-4,9,5
1936,Diligence_Fund,ODP,Q2 2020,"Aug 5, 2020",2 / 2,-7,-9,-16
1937,Diligence_Fund,HCR,Q1 2020,"Jun 25, 2020",12 / 12,-13,-3,-16
1938,Diligence_Fund,ODP,Q1 2020,"May 6, 2020",1 / 4,10,25,35
1939,Diligence_Fund,ODP,Q4 2019,"Feb 26, 2020",6 / 6,7,-3,4
1940,Diligence_Fund,HCR,Q4 2019,"Feb 19, 2020",4 / 17,-2,23,21
1941,Diligence_Fund,ODP,Q3 2019,"Nov 6, 2019",6 / 9,0,-4,-4
1942,Diligence_Fund,HCR,Q3 2019,"Nov 5, 2019",1 / 15,25,23,48
1943,Diligence_Fund,SCHN,Q4 2019,"Oct 24, 2019",6 / 6,-5,-7,-12
1944,Diligence_Fund,F,Q3 2019,"Oct 23, 2019",43 / 57,7,-3,4
1945,Diligence_Fund,BBBY,Q2 2019,"Oct 2, 2019",14 / 53,-5,23,18
1946,Diligence_Fund,MU,Q4 2019,"Sep 26, 2019",2 / 234,24,17,41
1947,Diligence_Fund,FL,Q2 2019,"Aug 23, 2019",1 / 59,25,21,46
1948,Diligence_Fund,TOL,Q3 2019,"Aug 20, 2019",3 / 16,12,19,31
1949,Diligence_Fund,M,Q2 2019,"Aug 14, 2019",15 / 52,-3,13,10
1950,Diligence_Fund,RYAM,Q2 2019,"Aug 7, 2019",8 / 9,-4,-8,-12
1951,Diligence_Fund,ODP,Q2 2019,"Aug 7, 2019",8 / 12,8,-1,7
1952,Diligence_Fund,HCR,Q2 2019,"Aug 6, 2019",3 / 16,25,12,37
1953,Diligence_Fund,X,Q2 2019,"Aug 1, 2019",1 / 33,22,24,46
1954,Diligence_Fund,MPC,Q2 2019,"Aug 1, 2019",18 / 38,23,-6,17
1955,Diligence_Fund,GM,Q2 2019,"Aug 1, 2019",32 / 35,6,-5,1
1956,Diligence_Fund,GT,Q2 2019,"Jul 26, 2019",9 / 33,-3,-2,-5
1957,Diligence_Fund,F,Q2 2019,"Jul 24, 2019",63 / 72,-8,8,0
1958,Diligence_Fund,MS,Q2 2019,"Jul 18, 2019",17 / 42,18,7,25
1959,Diligence_Fund,NUE,Q2 2019,"Jul 18, 2019",3 / 11,-4,16,12
1960,Diligence_Fund,GS,Q2 2019,"Jul 16, 2019",28 / 63,12,17,29
1961,NM501169,BIG,Q4 2019,"Feb 27, 2020",13 / 15,-10,-2,-12
1962,NM501169,RCII,Q4 2019,"Feb 24, 2020",9 / 9,-25,-25,-50
1963,NM501169,CTB,Q4 2019,"Feb 24, 2020",1 / 8,23,,23
1964,NM501169,AAP,Q4 2019,"Feb 18, 2020",2 / 13,10,,10
1965,NM501169,GT,Q4 2019,"Feb 11, 2020",29 / 30,-23,,-23
1966,NM501169,ORLY,Q4 2019,"Feb 5, 2020",20 / 22,-25,,-25
1967,NM501169,BIG,Q3 2019,"Dec 6, 2019",15 / 16,-8,-19,-27
1968,NM501169,DG,Q3 2019,"Dec 5, 2019",27 / 28,-21,-25,-46
1969,NM501169,DLTR,Q3 2019,"Nov 26, 2019",15 / 17,14,-24,-10
1970,NM501169,ROST,Q3 2019,"Nov 21, 2019",16 / 16,-10,-18,-28
1971,NM501169,TJX,Q3 2020,"Nov 19, 2019",10 / 20,20,-13,7
1972,NM501169,AAP,Q3 2019,"Nov 12, 2019",16 / 16,-6,-25,-31
1973,NM501169,RCII,Q3 2019,"Nov 6, 2019",10 / 10,-25,-11,-36
1974,NM501169,AAN,Q3 2019,"Nov 4, 2019",2 / 11,22,-6,16
1975,NM501169,CTB,Q3 2019,"Oct 28, 2019",15 / 15,-24,,-24
1976,NM501169,GT,Q3 2019,"Oct 25, 2019",25 / 26,-25,,-25
1977,NM501169,ORLY,Q3 2019,"Oct 23, 2019",20 / 20,-4,-6,-10
1978,NM501169,AZO,Q4 2019,"Sep 24, 2019",6 / 35,-3,14,11
1979,NM501169,BIG,Q2 2019,"Aug 30, 2019",23 / 24,-10,-8,-18
1980,NM501169,DLTR,Q2 2019,"Aug 29, 2019",19 / 23,-9,-11,-20
1981,NM501169,DG,Q2 2019,"Aug 29, 2019",31 / 32,-5,-25,-30
1982,NM501169,ROST,Q2 2019,"Aug 22, 2019",21 / 21,-25,-25,-50
1983,NM501169,TJX,Q2 2020,"Aug 20, 2019",2 / 22,-1,18,17
1984,NM501169,AAP,Q2 2019,"Aug 13, 2019",5 / 22,18,-3,15
1985,NM501169,RCII,Q2 2019,"Aug 7, 2019",7 / 7,-25,-11,-36
1986,Analyst_5498960,RH,Q3 2021,"Dec 8, 2021",15 / 22,15,-3,12
1987,Analyst_5498960,GME,Q3 2021,"Dec 8, 2021",26 / 68,15,-4,11
1988,Analyst_5498960,DBI,Q3 2021,"Dec 7, 2021",3 / 9,-3,21,18
1989,Analyst_5498960,EXPR,Q3 2021,"Dec 2, 2021",6 / 8,-4,11,7
1990,Analyst_5498960,SIG,Q3 2022,"Dec 2, 2021",1 / 12,21,22,43
1991,Analyst_5498960,KR,Q3 2021,"Dec 2, 2021",8 / 12,9,-4,5
1992,Analyst_5498960,KIRK,Q3 2021,"Dec 2, 2021",5 / 5,-3,-10,-13
1993,Analyst_5498960,DG,Q3 2021,"Dec 2, 2021",11 / 20,20,-11,9
1994,Analyst_5498960,LE,Q3 2021,"Dec 2, 2021",1 / 5,-5,25,20
1995,Analyst_5498960,PVH,Q3 2021,"Dec 1, 2021",12 / 12,5,-3,2
1996,Analyst_5498960,FIVE,Q3 2021,"Dec 1, 2021",15 / 18,9,-6,3
1997,Analyst_5498960,BBW,Q3 2021,"Dec 1, 2021",1 / 9,12,23,35
1998,Analyst_5498960,CHS,Q3 2021,"Nov 30, 2021",3 / 7,12,7,19
1999,Analyst_5498960,GPS,Q3 2021,"Nov 23, 2021",9 / 14,-3,-4,-7
2000,Analyst_5498960,BBY,Q3 2022,"Nov 23, 2021",2 / 19,18,13,31
2001,Analyst_5498960,BURL,Q3 2021,"Nov 23, 2021",3 / 9,13,11,24
2002,Analyst_5498960,DKS,Q3 2021,"Nov 23, 2021",5 / 29,25,9,34
2003,Analyst_5498960,URBN,Q3 2022,"Nov 22, 2021",8 / 13,-3,-2,-5
2004,Analyst_5498960,WSM,Q3 2021,"Nov 18, 2021",5 / 19,13,18,31
2005,Analyst_5498960,BJ,Q3 2021,"Nov 18, 2021",7 / 10,-5,8,3
2006,Analyst_5498960,KSS,Q3 2021,"Nov 18, 2021",12 / 16,14,-4,10
2007,Analyst_5498960,M,Q3 2021,"Nov 18, 2021",5 / 21,8,22,30
2008,Analyst_5498960,TGT,Q3 2021,"Nov 17, 2021",26 / 38,-4,13,9
2009,Analyst_5498960,WMT,Q3 2022,"Nov 16, 2021",3 / 54,25,13,38
2010,Analyst_5498960,HD,Q3 2021,"Nov 16, 2021",14 / 49,14,9,23
2011,Analyst_397314,TDG,Q4 2019,"Nov 19, 2019",13 / 14,-5,-4,-9
2012,Analyst_397314,TIVO,Q3 2019,"Nov 7, 2019",8 / 9,-4,-6,-10
2013,Analyst_397314,ATVI,Q3 2019,"Nov 7, 2019",93 / 121,-5,-3,-8
2014,Analyst_397314,TDC,Q3 2019,"Nov 7, 2019",4 / 12,11,-3,8
2015,Analyst_397314,AXON,Q3 2019,"Nov 7, 2019",6 / 18,19,9,28
2016,Analyst_397314,DIS,Q4 2019,"Nov 7, 2019",50 / 195,12,22,34
2017,Analyst_397314,GDOT,Q3 2019,"Nov 7, 2019",16 / 16,-4,-8,-12
2018,Analyst_397314,PCG,Q3 2019,"Nov 7, 2019",9 / 12,-4,-1,-5
2019,Analyst_397314,BIDU,Q3 2019,"Nov 6, 2019",66 / 116,11,-1,10
2020,Analyst_397314,GLUU,Q3 2019,"Nov 6, 2019",10 / 17,13,-5,8
2021,Analyst_397314,RP,Q3 2019,"Nov 6, 2019",5 / 10,-6,19,13
2022,Analyst_397314,FISV,Q3 2019,"Nov 6, 2019",9 / 24,-8,19,11
2023,Analyst_397314,ANSS,Q3 2019,"Nov 6, 2019",9 / 14,7,9,16
2024,Analyst_397314,FLT,Q3 2019,"Nov 6, 2019",2 / 16,7,25,32
2025,Analyst_397314,QCOM,Q4 2019,"Nov 6, 2019",39 / 109,17,17,34
2026,Analyst_397314,GDDY,Q3 2019,"Nov 6, 2019",8 / 16,-3,-1,-4
2027,Analyst_397314,TLND,Q3 2019,"Nov 6, 2019",7 / 11,10,9,19
2028,Analyst_397314,NKTR,Q3 2019,"Nov 6, 2019",19 / 28,10,20,30
2029,Analyst_397314,TRIP,Q3 2019,"Nov 6, 2019",12 / 31,12,-4,8
2030,Analyst_397314,LUMN,Q3 2019,"Nov 6, 2019",10 / 47,18,-4,14
2031,Analyst_397314,SQ,Q3 2019,"Nov 6, 2019",106 / 146,7,7,14
2032,Analyst_397314,ROKU,Q3 2019,"Nov 6, 2019",118 / 135,-5,-6,-11
2033,Analyst_397314,BAND,Q3 2019,"Nov 6, 2019",4 / 10,10,17,27
2034,Analyst_397314,SAIL,Q3 2019,"Nov 6, 2019",18 / 17,-7,-6,-13
2035,Analyst_397314,NYT,Q3 2019,"Nov 6, 2019",1 / 26,25,-1,24
2036,Analyst_7673081,HD,Q4 2019,"Feb 25, 2020",39 / 65,9,-2,7
2037,Analyst_3388435,UBER,Q1 2020,"May 7, 2020",52 / 58,-3,-10,-13
2038,Analyst_3388435,SQ,Q1 2020,"May 6, 2020",97 / 108,-5,-4,-9
2039,Analyst_3388435,TWTR,Q1 2020,"Apr 30, 2020",117 / 140,-10,-9,-19
2040,Analyst_3388435,FB,Q1 2020,"Apr 29, 2020",287 / 319,-14,-5,-19
2041,Analyst_3388435,TSLA,Q1 2020,"Apr 29, 2020",167 / 506,23,-11,12
2042,Analyst_3388435,LEVI,Q1 2020,"Apr 7, 2020",8 / 25,25,-3,22
2043,Analyst_3388435,RH,Q4 2019,"Mar 30, 2020",28 / 28,-25,11,-14
2044,Analyst_3388435,CALM,Q3 2020,"Mar 30, 2020",22 / 22,-25,-25,-50
2045,Analyst_3388435,LULU,Q4 2019,"Mar 26, 2020",66 / 97,-3,-8,-11
2046,Analyst_3388435,MU,Q2 2020,"Mar 25, 2020",108 / 114,-25,-15,-40
2047,Analyst_3388435,NKE,Q3 2020,"Mar 24, 2020",52 / 87,21,-5,16
2048,Analyst_3388435,FIVE,Q4 2019,"Mar 18, 2020",15 / 18,-2,-13,-15
2049,Analyst_3388435,MDB,Q4 2020,"Mar 17, 2020",34 / 34,-24,-5,-29
2050,Analyst_3388435,MIK,Q4 2019,"Mar 17, 2020",8 / 8,-25,-11,-36
2051,Analyst_3388435,GPS,Q4 2019,"Mar 12, 2020",4 / 12,-4,23,19
2052,Analyst_3388435,SFIX,Q2 2020,"Mar 9, 2020",33 / 42,11,-6,5
2053,Analyst_3388435,COST,Q2 2020,"Mar 5, 2020",70 / 75,-7,-5,-12
2054,Analyst_3388435,CIEN,Q1 2020,"Mar 5, 2020",13 / 19,14,-5,9
2055,Analyst_3388435,BURL,Q4 2019,"Mar 5, 2020",1 / 14,20,25,45
2056,Analyst_3388435,SQ,Q4 2019,"Feb 26, 2020",116 / 121,-21,9,-12
2057,Analyst_3388435,UBER,Q4 2019,"Feb 6, 2020",90 / 99,-6,-13,-19
2058,Analyst_3388435,TWTR,Q4 2019,"Feb 6, 2020",135 / 159,-4,-7,-11
2059,Analyst_3388435,LEVI,Q4 2019,"Jan 30, 2020",11 / 19,25,-16,9
2060,Analyst_3388435,FB,Q4 2019,"Jan 29, 2020",214 / 295,-2,-4,-6
2061,Analyst_3388435,TSLA,Q4 2019,"Jan 29, 2020",381 / 580,12,-6,6
2062,Buck_762529,OLLI,Q4 2019,"Mar 19, 2020",4 / 16,-1,-3,-4
2063,Buck_762529,WSM,Q4 2019,"Mar 18, 2020",16 / 19,-6,-7,-13
2064,Buck_762529,FIVE,Q4 2019,"Mar 18, 2020",7 / 18,25,-10,15
2065,Buck_762529,DG,Q4 2019,"Mar 12, 2020",11 / 17,12,-8,4
2066,Buck_762529,DLTR,Q4 2019,"Mar 4, 2020",19 / 19,-25,-8,-33
2067,Buck_762529,W,Q4 2019,"Feb 28, 2020",25 / 28,-25,-5,-30
2068,Buck_762529,OLLI,Q3 2019,"Dec 10, 2019",9 / 20,25,-3,22
2069,Buck_762529,DG,Q3 2019,"Dec 5, 2019",22 / 28,14,-19,-5
2070,Buck_762529,FIVE,Q3 2019,"Dec 4, 2019",14 / 29,-12,22,10
2071,Buck_762529,DLTR,Q3 2019,"Nov 26, 2019",17 / 17,-25,-12,-37
2072,Buck_762529,WSM,Q3 2019,"Nov 21, 2019",28 / 30,-3,-9,-12
2073,Buck_762529,W,Q3 2019,"Oct 31, 2019",26 / 28,-14,-11,-25
